,Name,Location,Contact Number,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
77,Redwing Bar & Grill,"4012 30th Street San Diego, CA 92104",(619) 281-8700,"Bussines hour: 11:00 AM -  1:00 AM Happy hour: 11:00 AM -  2:00 PM Today deal: $15 Bottomless Mimosa 2:00 PM - 6:00 PM
$2 12oz. Bud Light or Miller Lite / $12.50 Burger & 12oz. Domestic Beer",Closed,"Bussines hour: 11:00 AM -  1:00 AM Happy hour: 4:00 PM -  6:00 PM Today deal: $15 Bottomless Mimosa 2:00 PM - 6:00 PM
$2 12oz. Bud Light or Miller Lite / $12.50 Burger & 12oz. Domestic Beer",Bussines hour: 11:00 AM -  1:00 AM Happy hour: 4:00 PM -  6:00 PM Today deal: Closed,"Bussines hour: 11:00 AM -  1:00 AM Happy hour: 4:00 PM -  6:00 PM Today deal: Half Size Appetizers: $4.25 Deep Fried Pickles / $4.50 Small Basket Case: Fries, Tots or Onion Rings / $4.75 Spicy Cauliflower, Chick-arrones / $5.25 Elote Corn Bites / $6 Chicken Fingers (2) & Fries, 1/4 Wings & Fries (Buffalo, House Made BBQ, Hot & Sour Thai Chili, Garlic Ginger Teriyaki) / ","Bussines hour: 11:00 AM -  2:00 AM Happy hour: 4:00 PM -  6:00 PM Today deal: Half Size Appetizers: $4.25 Deep Fried Pickles / $4.50 Small Basket Case: Fries, Tots or Onion Rings / $4.75 Spicy Cauliflower, Chick-arrones / $5.25 Elote Corn Bites / $6 Chicken Fingers (2) & Fries, 1/4 Wings & Fries (Buffalo, House Made BBQ, Hot & Sour Thai Chili, Garlic Ginger Teriyaki) / ","Bussines hour: 11:00 AM -  2:00 AM Happy hour: 11:00 AM -  6:00 PM Today deal: Half Size Appetizers: $4.25 Deep Fried Pickles / $4.50 Small Basket Case: Fries, Tots or Onion Rings / $4.75 Spicy Cauliflower, Chick-arrones / $5.25 Elote Corn Bites / $6 Chicken Fingers (2) & Fries, 1/4 Wings & Fries (Buffalo, House Made BBQ, Hot & Sour Thai Chili, Garlic Ginger Teriyaki) /  $3 Bud Light or Miller Lite Drafts / $4.75 Well Drinks"
78,BJ's Restaurant & Brewery,"1370 Frazee Rd. San Diego, CA 92108",(619) 814-6350,"Bussines hour: 11:00 AM - 12:00 AM Happy hour: 9:00 PM - 12:00 AM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks  $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks  $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks  $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks  $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks  $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks  $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 4:00 PM - 12:00 AM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks  $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas"
79,Pacific Beach Shore Club,"4343 Ocean Blvd. San Diego, CA 92109",(858) 272-7873,Bussines hour: 9:00 AM - 12:00 AM Happy hour: Not Happy Hour Today deal: No Specials,Bussines hour: 10:00 AM - 12:00 AM Happy hour: 8:00 PM - 12:00 AM Today deal: No Specials,Bussines hour: 10:00 AM - 12:00 AM Happy hour: 4:00 PM - 12:00 AM Today deal: $5 Select Spirits ShoreVeza Mexican Lager: $5 (16 oz.) or $7 (20 oz.) / $10 Burger & Beer,Bussines hour: 10:00 AM -  2:00 AM Happy hour: 8:00 PM -  1:30 AM Today deal: $5 Select Spirits ShoreVeza Mexican Lager: $5 (16 oz.) or $7 (20 oz.) / $10 Burger & Beer,Bussines hour: 10:00 AM -  2:00 AM Happy hour: 4:00 PM -  1:30 AM Today deal: $5 Select Spirits ShoreVeza Mexican Lager: $5 (16 oz.) or $7 (20 oz.) / $10 Burger & Beer,Bussines hour: 10:00 AM -  2:00 AM Happy hour: 4:00 PM -  8:00 PM Today deal: $5 Select Spirits ShoreVeza Mexican Lager: $5 (16 oz.) or $7 (20 oz.) / $10 Burger & Beer,Bussines hour: 9:00 AM -  2:00 AM Happy hour: Not Happy Hour Today deal: $3 All Drafts / $5 Ketel One & Crown Royal $3 Hot Dogs 
80,Hooters,"1400 Camino De La Reina San Diego, CA 92108",(619) 299-4668,"Bussines hour: 11:00 AM - 12:00 AM Happy hour: 10:00 PM - 12:00 AM Today deal: $4 Seltzer: Truly, Bud Light or Topo Chico / $5 Skrewball Shot / $6 20oz. Domestic Draft Beer / $7 20oz. Craft Draft Beer $6 Fried Pickles, Chips & Queso / $7 Mozzarella Sticks, Lots of Tots, Boneless Wings (6) / $8 Tex Mex Nachos, Sliders, Cheese & Pretzels","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Seltzer: Truly, Bud Light or Topo Chico / $5 Skrewball Shot / $6 20oz. Domestic Draft Beer / $7 20oz. Craft Draft Beer $6 Fried Pickles, Chips & Queso / $7 Mozzarella Sticks, Lots of Tots, Boneless Wings (6) / $8 Tex Mex Nachos, Sliders, Cheese & Pretzels","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Seltzer: Truly, Bud Light or Topo Chico / $5 Skrewball Shot / $6 20oz. Domestic Draft Beer / $7 20oz. Craft Draft Beer $6 Fried Pickles, Chips & Queso / $7 Mozzarella Sticks, Lots of Tots, Boneless Wings (6) / $8 Tex Mex Nachos, Sliders, Cheese & Pretzels","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Seltzer: Truly, Bud Light or Topo Chico / $5 Skrewball Shot / $6 20oz. Domestic Draft Beer / $7 20oz. Craft Draft Beer $6 Fried Pickles, Chips & Queso / $7 Mozzarella Sticks, Lots of Tots, Boneless Wings (6) / $8 Tex Mex Nachos, Sliders, Cheese & Pretzels","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Seltzer: Truly, Bud Light or Topo Chico / $5 Skrewball Shot / $6 20oz. Domestic Draft Beer / $7 20oz. Craft Draft Beer $6 Fried Pickles, Chips & Queso / $7 Mozzarella Sticks, Lots of Tots, Boneless Wings (6) / $8 Tex Mex Nachos, Sliders, Cheese & Pretzels","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Seltzer: Truly, Bud Light or Topo Chico / $5 Skrewball Shot / $6 20oz. Domestic Draft Beer / $7 20oz. Craft Draft Beer $6 Fried Pickles, Chips & Queso / $7 Mozzarella Sticks, Lots of Tots, Boneless Wings (6) / $8 Tex Mex Nachos, Sliders, Cheese & Pretzels","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 10:00 PM - 12:00 AM Today deal: $4 Seltzer: Truly, Bud Light or Topo Chico / $5 Skrewball Shot / $6 20oz. Domestic Draft Beer / $7 20oz. Craft Draft Beer $6 Fried Pickles, Chips & Queso / $7 Mozzarella Sticks, Lots of Tots, Boneless Wings (6) / $8 Tex Mex Nachos, Sliders, Cheese & Pretzels"
81,Mr. Peabody's,"136 Encinitas Blvd. Encinitas, CA 92024",(760) 753-7192,"Bussines hour: 8:00 AM -  2:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 House Cocktails, House Wine, Budweiser & Coors Light $4 Fish Tacos (2), Baby Back Ribs (3), Buffalo Wings (3)","Bussines hour: 8:00 AM -  2:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 House Cocktails, House Wine, Budweiser & Coors Light $4 Fish Tacos (2), Baby Back Ribs (3), Buffalo Wings (3)","Bussines hour: 8:00 AM -  2:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 House Cocktails, House Wine, Budweiser & Coors Light $4 Fish Tacos (2), Baby Back Ribs (3), Buffalo Wings (3)","Bussines hour: 8:00 AM -  2:00 AM Happy hour: 3:00 PM -  9:00 PM Today deal: $4 House Cocktails, House Wine, Budweiser & Coors Light $4 Fish Tacos (2), Baby Back Ribs (3), Buffalo Wings (3)","Bussines hour: 8:00 AM -  2:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 House Cocktails, House Wine, Budweiser & Coors Light $4 Fish Tacos (2), Baby Back Ribs (3), Buffalo Wings (3)","Bussines hour: 8:00 AM -  2:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 House Cocktails, House Wine, Budweiser & Coors Light $4 Fish Tacos (2), Baby Back Ribs (3), Buffalo Wings (3)","Bussines hour: 8:00 AM -  2:00 AM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 House Cocktails, House Wine, Budweiser & Coors Light $4 Fish Tacos (2), Baby Back Ribs (3), Buffalo Wings (3)"
82,BJ's Restaurant & Brewery,"204 E. Via Rancho Pkwy Escondido, CA 92025",(760) 466-0700 ,"Bussines hour: 11:00 AM - 12:00 AM Happy hour: 9:00 PM - 12:00 AM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 4:00 PM - 12:00 AM Today deal: $1 Off BJ's Seasonal & Guest Draft Beers / $4 Domestic Bottles / $5 BJ's Handcrafted Beers (excludes seasonal and specialty beers) & Dark Horse Wines / $6 Brewhouse Margarita & Call Drinks $4 Chips & Dips / $7 Select Appetizers, Mini Deep Dish Pizzas"
83,Puesto,"789 West Harbor Dr. San Diego, CA 92101",(619) 233-8880,Bussines hour: 11:00 AM -  9:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: No Specials,"Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $6 Puesto Drafts / $9 Wines by the Glass / $10 Puesto Perfect Margarita 1/2 Off Snacks & Shares: Chips & Molcajete Salsa, Chicken Flautas, Shrimp Gobernador Quesadilla, Potato Taquitos, Chicharrones, Crispy Tuna Quesadilla","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $6 Puesto Drafts / $9 Wines by the Glass / $10 Puesto Perfect Margarita 1/2 Off Snacks & Shares: Chips & Molcajete Salsa, Chicken Flautas, Shrimp Gobernador Quesadilla, Potato Taquitos, Chicharrones, Crispy Tuna Quesadilla","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $6 Puesto Drafts / $9 Wines by the Glass / $10 Puesto Perfect Margarita 1/2 Off Snacks & Shares: Chips & Molcajete Salsa, Chicken Flautas, Shrimp Gobernador Quesadilla, Potato Taquitos, Chicharrones, Crispy Tuna Quesadilla","Bussines hour: 11:00 AM - 10:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $6 Puesto Drafts / $9 Wines by the Glass / $10 Puesto Perfect Margarita 1/2 Off Snacks & Shares: Chips & Molcajete Salsa, Chicken Flautas, Shrimp Gobernador Quesadilla, Potato Taquitos, Chicharrones, Crispy Tuna Quesadilla","Bussines hour: 11:00 AM - 10:00 PM Happy hour: Not Happy Hour Today deal: $6 Puesto Drafts / $9 Wines by the Glass / $10 Puesto Perfect Margarita 1/2 Off Snacks & Shares: Chips & Molcajete Salsa, Chicken Flautas, Shrimp Gobernador Quesadilla, Potato Taquitos, Chicharrones, Crispy Tuna Quesadilla"
84,Downtown Cafe,"182 E. Main St. El Cajon, CA 92020",(619) 440-5687,"Bussines hour: 10:30 AM -  6:00 PM Happy hour: 2:00 PM -  6:00 PM Today deal: $1 Off Imported Drafts & Crafts / $4.75 Domestic Drafts / $5.95 Margarita, Well Drinks, House Wines / $7.95 Long Island Iced Tea $3 Off All Appetizers / $4.25 Tacos, Cheeseburger / $7.75 Flatbreads",Closed,"Bussines hour: 2:00 PM -  8:00 PM Happy hour: 2:00 PM -  6:00 PM Today deal: $1 Off Imported Drafts & Crafts / $4.75 Domestic Drafts / $5.95 Margarita, Well Drinks, House Wines / $7.95 Long Island Iced Tea $3 Off All Appetizers / $4.25 Tacos, Cheeseburger / $7.75 Flatbreads","Bussines hour: 2:00 PM -  8:00 PM Happy hour: 2:00 PM -  6:00 PM Today deal: $1 Off Imported Drafts & Crafts / $4.75 Domestic Drafts / $5.95 Margarita, Well Drinks, House Wines / $7.95 Long Island Iced Tea $3 Off All Appetizers / $4.25 Tacos, Cheeseburger / $7.75 Flatbreads",Bussines hour: 2:00 PM -  8:00 PM Happy hour: 2:00 PM -  6:00 PM Today deal: Closed,"Bussines hour: 2:00 PM -  9:00 PM Happy hour: 2:00 PM -  6:00 PM Today deal: $1 Off Imported Drafts & Crafts / $4.75 Domestic Drafts / $5.95 Margarita, Well Drinks, House Wines / $7.95 Long Island Iced Tea $3 Off All Appetizers / $4.25 Tacos, Cheeseburger / $7.75 Flatbreads","Bussines hour: 2:00 PM -  9:00 PM Happy hour: 2:00 PM -  6:00 PM Today deal: $1 Off Imported Drafts & Crafts / $4.75 Domestic Drafts / $5.95 Margarita, Well Drinks, House Wines / $7.95 Long Island Iced Tea $3 Off All Appetizers / $4.25 Tacos, Cheeseburger / $7.75 Flatbreads"
85,Whiskey Girl,"702 Fifth Ave. San Diego, CA 92101",(619) 236-1616,Bussines hour: 11:00 AM -  1:30 AM Happy hour: 11:00 AM -  1:00 PM Today deal: $8 - $14.50 Brunch Cocktails / $25 Bottles of Brut $14.50 - $19 Brunch Menu,Bussines hour: 11:00 AM -  1:30 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $8 - $14.50 Brunch Cocktails / $25 Bottles of Brut $14.50 - $19 Brunch Menu,Bussines hour: 11:00 AM -  1:30 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $8 - $14.50 Brunch Cocktails / $25 Bottles of Brut $14.50 - $19 Brunch Menu,"Bussines hour: 11:00 AM -  1:30 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $5 Draft Beers, Well Drinks, House Wines / $6 Long Drink, Seltzers 1/2 Off Select Appetizers","Bussines hour: 11:00 AM -  1:30 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $5 Draft Beers, Well Drinks, House Wines / $6 Long Drink, Seltzers 1/2 Off Select Appetizers","Bussines hour: 11:00 AM -  1:30 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $5 Draft Beers, Well Drinks, House Wines / $6 Long Drink, Seltzers 1/2 Off Select Appetizers","Bussines hour: 11:00 AM -  1:30 AM Happy hour: 11:00 AM -  1:00 PM Today deal: $5 Draft Beers, Well Drinks, House Wines / $6 Long Drink, Seltzers 1/2 Off Select Appetizers"
86,The Shout House,"655 Fourth Ave. San Diego, CA 92101",(619) 231-6700,"Bussines hour: 7:00 PM -  2:00 AM Happy hour: 7:00 PM -  1:30 AM Today deal: $6 Pacifico Drafts, Jameson or Cazadores $10 Cover Walk-Ins or Reservation Fee ",Closed,"Bussines hour: 7:00 PM -  2:00 AM Happy hour: 7:00 PM -  1:30 AM Today deal: $6 Pacifico Drafts, Jameson or Cazadores $10 Cover Walk-Ins or Reservation Fee ",Bussines hour: 7:00 PM -  2:00 AM Happy hour: 7:00 PM -  1:30 AM Today deal: Closed,Bussines hour: 7:00 PM -  2:00 AM Happy hour: 7:00 PM -  1:30 AM Today deal: $7 Corona Bottles / $8 House Margarita / $19.42 Don Julio 1942  $3 Carne Asada or Carnitas Taco,Bussines hour: 5:00 PM -  2:00 AM Happy hour: 6:00 PM -  7:00 PM Today deal: $7 Corona Bottles / $8 House Margarita / $19.42 Don Julio 1942  $3 Carne Asada or Carnitas Taco,Bussines hour: 6:00 PM -  2:00 AM Happy hour: 6:00 PM -  1:30 AM Today deal: $7 Corona Bottles / $8 House Margarita / $19.42 Don Julio 1942  $3 Carne Asada or Carnitas Taco
87,Jose's Court Room,"1037 Prospect St. La Jolla, CA 92037",(858) 454-7655,Bussines hour: 11:00 AM - 10:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: No Specials,"Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM - 10:00 PM Happy hour: Not Happy Hour Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM - 10:00 PM Happy hour: Not Happy Hour Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  $3 Street Taco"
88,Pacific Beach Ale House,"721 Grand Ave. San Diego, CA 92109",(858) 581-2337,"Bussines hour: 10:00 AM - 12:00 AM Happy hour: 10:00 AM -  2:00 PM Today deal: $9 Alehouse Michelada / $10 Alehouse Bloody Mary, Breakfast Shot / $14 Brunch Cocktails / $17.95 Bottomless Mimosa (2hr. limit) $10.95 - $27.50 Brunch Menu","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  5:00 PM Today deal: $9 Alehouse Michelada / $10 Alehouse Bloody Mary, Breakfast Shot / $14 Brunch Cocktails / $17.95 Bottomless Mimosa (2hr. limit) $10.95 - $27.50 Brunch Menu","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  5:00 PM Today deal: $9 Alehouse Michelada / $10 Alehouse Bloody Mary, Breakfast Shot / $14 Brunch Cocktails / $17.95 Bottomless Mimosa (2hr. limit) $10.95 - $27.50 Brunch Menu","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  5:00 PM Today deal: $9 Alehouse Michelada / $10 Alehouse Bloody Mary, Breakfast Shot / $14 Brunch Cocktails / $17.95 Bottomless Mimosa (2hr. limit) $10.95 - $27.50 Brunch Menu","Bussines hour: 11:00 AM -  2:00 AM Happy hour: 3:00 PM -  5:00 PM Today deal: 1/2 Off Wine Bottles / $5 House Draft Beers / $10 Featured Cocktail of the Week $5 Fried Pickles (5) / $7 Wings (5): Smoked Kansas City BBQ, Buffalo or Thai Chili, Half Flatbreads: Pesto Chicken, Italian, BBQ or Ricotta Spinach","Bussines hour: 11:00 AM -  2:00 AM Happy hour: 3:00 PM -  5:00 PM Today deal: 1/2 Off Wine Bottles / $5 House Draft Beers / $10 Featured Cocktail of the Week $5 Fried Pickles (5) / $7 Wings (5): Smoked Kansas City BBQ, Buffalo or Thai Chili, Half Flatbreads: Pesto Chicken, Italian, BBQ or Ricotta Spinach","Bussines hour: 10:00 AM -  2:00 AM Happy hour: 10:00 PM - 12:00 AM Today deal: 1/2 Off Wine Bottles / $5 House Draft Beers / $10 Featured Cocktail of the Week $5 Fried Pickles (5) / $7 Wings (5): Smoked Kansas City BBQ, Buffalo or Thai Chili, Half Flatbreads: Pesto Chicken, Italian, BBQ or Ricotta Spinach"
